Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar),Etapa
2024-08-14,22:40,noche,2,7.9603,17.19,6.0,Mermelada
2024-08-14,22:40,noche,3,7.8377,17.19,6.0,Mermelada
2024-08-14,22:40,noche,4,7.2211,17.19,6.0,Mermelada
2024-08-14,22:40,noche,5,6.8546,17.19,6.0,Mermelada
2024-08-14,22:40,noche,6,7.9414,17.19,6.0,Mermelada
2024-08-14,22:40,noche,7,7.8412,17.19,6.0,Mermelada
2024-08-14,22:40,noche,8,7.0513,17.19,6.0,Mermelada
2024-08-14,22:40,noche,9,8.3875,17.19,6.0,Mermelada
2024-08-14,22:40,noche,10,6.7937,17.19,6.0,Mermelada
2024-08-14,22:40,noche,11,7.0332,17.19,6.0,Mermelada
2024-08-14,22:40,noche,12,8.8091,17.19,6.0,Mermelada
2024-08-14,22:40,noche,13,8.1949,17.19,6.0,Mermelada
2024-08-14,22:40,noche,14,7.0693,17.19,6.0,Mermelada
2024-08-14,22:40,noche,15,7.3434,17.19,6.0,Mermelada
2024-08-14,22:40,noche,16,7.0902,17.19,6.0,Mermelada
2024-08-14,22:50,noche,1,5.3035,17.0,6.0,Mermelada
2024-08-14,22:50,noche,2,6.7748,17.0,6.0,Mermelada
2024-08-14,22:50,noche,3,7.4593,17.0,6.0,Mermelada
2024-08-14,22:50,noche,4,7.2147,17.0,6.0,Mermelada
2024-08-14,22:50,noche,5,7.6977,17.0,6.0,Mermelada
2024-08-14,22:50,noche,6,8.4036,17.0,6.0,Mermelada
2024-08-14,22:50,noche,7,7.2428,17.0,6.0,Mermelada
2024-08-14,22:50,noche,8,6.6539,17.0,6.0,Mermelada
2024-08-14,22:50,noche,9,7.7599,17.0,6.0,Mermelada
2024-08-14,22:50,noche,10,7.2387,17.0,6.0,Mermelada
2024-08-14,22:50,noche,11,7.3751,17.0,6.0,Mermelada
2024-08-14,22:50,noche,12,7.2666,17.0,6.0,Mermelada
2024-08-14,22:50,noche,13,9.0,17.0,6.0,Mermelada
2024-08-14,22:50,noche,14,5.5933,17.0,6.0,Mermelada
2024-08-14,22:50,noche,15,6.8299,17.0,6.0,Mermelada
2024-08-14,22:50,noche,16,6.9723,17.0,6.0,Mermelada
2024-08-14,23:00,noche,1,6.8751,17.0,6.0,Mermelada
2024-08-14,23:00,noche,2,8.2199,17.0,6.0,Mermelada
2024-08-14,23:00,noche,3,8.1506,17.0,6.0,Mermelada
2024-08-14,23:00,noche,4,7.4618,17.0,6.0,Mermelada
2024-08-14,23:00,noche,5,7.2835,17.0,6.0,Mermelada
2024-08-14,23:00,noche,6,7.4104,17.0,6.0,Mermelada
2024-08-14,23:00,noche,7,7.4162,17.0,6.0,Mermelada
2024-08-14,23:00,noche,8,7.4373,17.0,6.0,Mermelada
2024-08-14,23:00,noche,9,7.3496,17.0,6.0,Mermelada
2024-08-14,23:00,noche,10,7.702,17.0,6.0,Mermelada
2024-08-14,23:00,noche,11,8.1026,17.0,6.0,Mermelada
2024-08-14,23:00,noche,12,6.5158,17.0,6.0,Mermelada
2024-08-14,23:00,noche,13,6.6595,17.0,6.0,Mermelada
2024-08-14,23:00,noche,14,5.9792,17.0,6.0,Mermelada
2024-08-14,23:00,noche,15,7.7835,17.0,6.0,Mermelada
2024-08-14,23:00,noche,16,7.1612,17.0,6.0,Mermelada
2024-08-14,23:10,noche,1,7.9042,17.4,6.0,Mermelada
2024-08-14,23:10,noche,2,6.3564,17.4,6.0,Mermelada
2024-08-14,23:10,noche,3,8.928,17.4,6.0,Mermelada
2024-08-14,23:10,noche,4,7.0129,17.4,6.0,Mermelada
2024-08-14,23:10,noche,5,7.6346,17.4,6.0,Mermelada
2024-08-14,23:10,noche,6,8.1835,17.4,6.0,Mermelada
2024-08-14,23:10,noche,7,6.7104,17.4,6.0,Mermelada
2024-08-14,23:10,noche,8,7.0629,17.4,6.0,Mermelada
2024-08-14,23:10,noche,9,7.6433,17.4,6.0,Mermelada
2024-08-14,23:10,noche,10,9.0,17.4,6.0,Mermelada
2024-08-14,23:10,noche,11,7.7409,17.4,6.0,Mermelada
2024-08-14,23:10,noche,12,8.7851,17.4,6.0,Mermelada
2024-08-14,23:10,noche,13,8.4645,17.4,6.0,Mermelada
2024-08-14,23:10,noche,14,7.6385,17.4,6.0,Mermelada
2024-08-14,23:10,noche,15,6.3732,17.4,6.0,Mermelada
2024-08-14,23:10,noche,16,7.7635,17.4,6.0,Mermelada
2024-08-14,23:20,noche,1,6.3015,17.0,6.0,Mermelada
2024-08-14,23:20,noche,2,8.7807,17.0,6.0,Mermelada
2024-08-14,23:20,noche,3,7.66,17.0,6.0,Mermelada
2024-08-14,23:20,noche,4,5.3798,17.0,6.0,Mermelada
2024-08-14,23:20,noche,5,7.2276,17.0,6.0,Mermelada
2024-08-14,23:20,noche,6,8.0232,17.0,6.0,Mermelada
2024-08-14,23:20,noche,7,7.3104,17.0,6.0,Mermelada
2024-08-14,23:20,noche,8,8.072,17.0,6.0,Mermelada
2024-08-14,23:20,noche,9,6.82,17.0,6.0,Mermelada
2024-08-14,23:20,noche,10,6.4552,17.0,6.0,Mermelada
2024-08-14,23:20,noche,11,7.4428,17.0,6.0,Mermelada
2024-08-14,23:20,noche,12,7.5253,17.0,6.0,Mermelada
2024-08-14,23:20,noche,13,7.2213,17.0,6.0,Mermelada
2024-08-14,23:20,noche,14,8.3122,17.0,6.0,Mermelada
2024-08-14,23:20,noche,15,6.4788,17.0,6.0,Mermelada
2024-08-14,23:20,noche,16,7.208,17.0,6.0,Mermelada
2024-08-14,23:30,noche,1,7.5544,17.0,6.0,Mermelada
2024-08-14,23:30,noche,2,6.2546,17.0,6.0,Mermelada
2024-08-14,23:30,noche,3,6.4448,17.0,6.0,Mermelada
2024-08-14,23:30,noche,4,7.5095,17.0,6.0,Mermelada
2024-08-14,23:30,noche,5,9.0,17.0,6.0,Mermelada
2024-08-14,23:30,noche,6,7.9634,17.0,6.0,Mermelada
2024-08-14,23:30,noche,7,6.1195,17.0,6.0,Mermelada
2024-08-14,23:30,noche,8,5.0116,17.0,6.0,Mermelada
2024-08-14,23:30,noche,9,8.0864,17.0,6.0,Mermelada
2024-08-14,23:30,noche,10,7.423,17.0,6.0,Mermelada
2024-08-14,23:30,noche,11,8.413,17.0,6.0,Mermelada
2024-08-14,23:30,noche,12,6.7954,17.0,6.0,Mermelada
2024-08-14,23:30,noche,13,7.7802,17.0,6.0,Mermelada
2024-08-14,23:30,noche,14,8.0134,17.0,6.0,Mermelada
2024-08-14,23:30,noche,15,6.7849,17.0,6.0,Mermelada
2024-08-14,23:30,noche,16,6.658,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,1,7.5202,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,2,7.9341,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,3,7.4885,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,4,8.2792,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,5,7.1305,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,6,6.4373,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,7,9.0,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,8,7.0163,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,9,7.0452,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,10,7.4474,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,11,7.5537,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,12,7.1907,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,13,7.4861,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,14,7.3188,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,15,7.2579,17.0,6.0,Mermelada
2024-08-15,06:00,mañana,16,5.221,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,1,9.0,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,2,7.3822,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,3,7.9645,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,4,6.3975,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,5,7.1232,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,6,6.9621,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,7,8.6758,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,8,7.0313,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,9,8.1065,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,10,6.9797,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,11,7.1379,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,12,7.3036,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,13,8.5271,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,14,5.8684,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,15,6.1251,17.0,6.0,Mermelada
2024-08-15,06:10,mañana,16,5.5262,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,1,6.63,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,2,6.8507,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,3,6.2084,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,4,6.9127,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,5,5.8882,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,6,6.6856,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,7,8.4603,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,8,7.8229,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,9,7.65,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,10,6.6978,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,11,6.2711,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,12,6.5887,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,13,7.4654,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,14,8.0307,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,15,7.8108,17.0,6.0,Mermelada
2024-08-15,06:20,mañana,16,7.4442,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,1,6.91,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,2,7.5196,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,3,7.2429,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,4,7.339,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,5,9.0,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,6,6.0904,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,7,7.3123,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,8,8.4694,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,9,6.3273,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,10,6.985,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,11,7.0768,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,12,7.3214,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,13,6.2232,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,14,7.8167,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,15,7.6314,17.0,6.0,Mermelada
2024-08-15,06:30,mañana,16,7.3532,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,1,6.8037,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,2,7.5692,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,3,6.7804,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,4,7.2339,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,5,9.0,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,6,7.5766,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,7,6.55,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,8,7.6443,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,9,6.4186,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,10,6.5408,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,11,6.6671,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,12,7.1446,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,13,8.2496,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,14,7.8035,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,15,7.5225,17.0,6.0,Mermelada
2024-08-15,06:40,mañana,16,6.1574,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,1,7.0669,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,2,7.7176,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,3,6.9973,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,4,7.2773,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,5,7.8531,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,6,7.221,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,7,7.6808,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,8,8.7742,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,9,7.3625,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,10,8.4435,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,11,7.9475,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,12,6.3262,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,13,6.6183,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,14,6.6965,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,15,6.4753,17.0,6.0,Mermelada
2024-08-15,06:50,mañana,16,6.9078,17.0,6.0,Mermelada
2024-08-15,07:00,mañana,1,7.9917,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,2,8.5041,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,3,7.7465,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,4,7.1435,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,5,5.8342,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,6,7.5565,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,7,7.5206,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,8,7.6463,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,9,9.0,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,10,8.4925,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,11,8.128,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,12,6.7303,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,13,7.0896,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,14,7.2756,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,15,6.5357,17.06,6.0,Mermelada
2024-08-15,07:00,mañana,16,7.3473,17.06,6.0,Mermelada
2024-08-15,07:10,mañana,1,7.7855,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,2,6.6294,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,3,8.4575,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,4,7.5818,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,5,6.1167,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,6,7.4589,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,7,7.725,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,8,8.2782,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,9,7.23,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,10,8.1624,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,11,7.6497,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,12,6.448,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,13,6.3679,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,14,8.2301,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,15,8.0339,17.0,6.0,Mermelada
2024-08-15,07:10,mañana,16,7.2152,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,1,8.6966,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,2,8.3453,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,3,8.0469,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,4,6.771,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,5,8.8851,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,6,7.929,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,7,7.1913,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,8,6.9654,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,9,7.7054,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,10,6.1632,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,11,8.0597,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,12,6.7371,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,13,7.7965,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,14,6.941,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,15,6.924,17.0,6.0,Mermelada
2024-08-15,07:20,mañana,16,6.4119,17.0,6.0,Mermelada
2024-08-15,07:30,mañana,1,7.371,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,2,9.0,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,3,8.608,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,4,7.7836,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,5,7.4798,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,6,8.1754,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,7,8.404,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,8,6.8361,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,9,7.438,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,10,6.0424,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,11,8.3985,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,12,9.0,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,13,7.5641,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,14,5.684,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,15,7.5878,17.19,6.0,Mermelada
2024-08-15,07:30,mañana,16,6.3024,17.19,6.0,Mermelada
2024-08-15,14:00,tarde,1,8.0943,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,2,9.0,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,3,8.8286,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,4,8.2345,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,5,8.1053,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,6,8.7257,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,7,8.2974,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,8,7.7376,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,9,8.3589,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,10,8.8967,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,11,8.4825,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,12,7.4942,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,13,9.0,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,14,6.3053,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,15,7.8545,18.51,6.0,Mermelada
2024-08-15,14:00,tarde,16,7.5598,18.51,6.0,Mermelada
2024-08-15,14:10,tarde,1,8.7435,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,2,9.0,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,3,9.0,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,4,8.0551,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,5,9.0,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,6,8.7817,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,7,7.2558,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,8,9.0,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,9,7.474,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,10,8.9606,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,11,8.937,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,12,8.8455,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,13,8.2293,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,14,8.82,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,15,7.0079,19.07,6.0,Mermelada
2024-08-15,14:10,tarde,16,7.9723,19.07,6.0,Mermelada
2024-08-15,14:20,tarde,1,8.1739,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,2,8.0832,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,3,8.968,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,4,9.0,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,5,8.3504,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,6,9.0,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,7,8.6648,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,8,7.9108,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,9,8.4186,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,10,8.3854,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,11,8.0677,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,12,8.9678,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,13,8.8127,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,14,7.2054,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,15,6.9386,18.83,6.0,Mermelada
2024-08-15,14:20,tarde,16,8.3372,18.83,6.0,Mermelada
2024-08-15,14:30,tarde,1,7.9728,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,2,8.8666,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,3,9.0,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,4,7.6082,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,5,7.4958,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,6,9.0,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,7,8.9063,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,8,8.2896,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,9,7.8778,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,10,8.2166,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,11,7.6725,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,12,9.0,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,13,8.0036,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,14,8.82,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,15,7.8893,18.63,6.0,Mermelada
2024-08-15,14:30,tarde,16,7.245,18.63,6.0,Mermelada
2024-08-15,14:40,tarde,1,8.284,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,2,6.5257,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,3,8.5284,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,4,8.4889,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,5,9.0,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,6,7.116,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,7,9.0,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,8,9.0,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,9,9.0,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,10,8.5828,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,11,9.0,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,12,7.448,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,13,9.0,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,14,7.8479,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,15,6.9387,18.5,6.0,Mermelada
2024-08-15,14:40,tarde,16,7.1849,18.5,6.0,Mermelada
2024-08-15,14:50,tarde,1,8.6294,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,2,7.9656,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,3,8.9259,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,4,7.1784,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,5,6.9233,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,6,9.0,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,7,9.0,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,8,7.7856,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,9,8.6226,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,10,9.0,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,11,8.9604,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,12,8.7436,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,13,9.0,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,14,7.8796,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,15,8.2174,18.9,6.0,Mermelada
2024-08-15,14:50,tarde,16,8.008,18.9,6.0,Mermelada
2024-08-15,15:00,tarde,1,8.4068,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,2,8.3132,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,3,8.6833,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,4,8.6525,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,5,7.7863,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,6,9.0,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,7,7.8439,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,8,8.4504,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,9,8.3888,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,10,8.9115,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,11,6.9297,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,12,9.0,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,13,8.0834,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,14,8.82,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,15,7.8303,18.8,6.0,Mermelada
2024-08-15,15:00,tarde,16,7.9849,18.8,6.0,Mermelada
2024-08-15,15:10,tarde,1,9.0,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,2,8.4031,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,3,9.0,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,4,8.6562,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,5,8.9573,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,6,8.681,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,7,9.0,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,8,8.0766,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,9,7.8378,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,10,8.1141,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,11,8.7048,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,12,8.4483,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,13,9.0,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,14,8.82,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,15,7.4521,19.15,6.0,Mermelada
2024-08-15,15:10,tarde,16,7.4752,19.15,6.0,Mermelada
2024-08-15,15:20,tarde,1,7.476,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,2,9.0,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,3,8.8687,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,4,9.0,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,5,7.5528,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,6,8.6241,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,7,9.0,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,8,8.4228,19.04,6.0,Mermelada
2024-08-15,15:20,tarde,9,9.0,19.04,6.0,Mermelada
