Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar)
2024-08-19,07:00,mañana,10,6.8106,17.47,5.5
2024-08-19,07:00,mañana,11,7.6275,17.47,5.5
2024-08-19,07:00,mañana,12,8.5948,17.47,5.5
2024-08-19,07:00,mañana,13,8.0764,17.47,5.5
2024-08-19,07:00,mañana,14,8.8305,17.47,5.5
2024-08-19,07:00,mañana,15,7.511,17.47,5.5
2024-08-19,07:00,mañana,16,8.6199,17.47,5.5
2024-08-19,07:10,mañana,1,7.9065,17.31,5.5
2024-08-19,07:10,mañana,2,7.8135,17.31,5.5
2024-08-19,07:10,mañana,3,7.0324,17.31,5.5
2024-08-19,07:10,mañana,4,8.4663,17.31,5.5
2024-08-19,07:10,mañana,5,7.4987,17.31,5.5
2024-08-19,07:10,mañana,6,7.4118,17.31,5.5
2024-08-19,07:10,mañana,7,8.5687,17.31,5.5
2024-08-19,07:10,mañana,8,8.4949,17.31,5.5
2024-08-19,07:10,mañana,9,8.4792,17.31,5.5
2024-08-19,07:10,mañana,10,7.5827,17.31,5.5
2024-08-19,07:10,mañana,11,7.7694,17.31,5.5
2024-08-19,07:10,mañana,12,7.7641,17.31,5.5
2024-08-19,07:10,mañana,13,8.2695,17.31,5.5
2024-08-19,07:10,mañana,14,8.5575,17.31,5.5
2024-08-19,07:10,mañana,15,7.6198,17.31,5.5
2024-08-19,07:10,mañana,16,8.356,17.31,5.5
2024-08-19,07:20,mañana,1,8.3383,17.49,5.5
2024-08-19,07:20,mañana,2,7.6591,17.49,5.5
2024-08-19,07:20,mañana,3,8.2972,17.49,5.5
2024-08-19,07:20,mañana,4,8.8236,17.49,5.5
2024-08-19,07:20,mañana,5,8.999,17.49,5.5
2024-08-19,07:20,mañana,6,8.5121,17.49,5.5
2024-08-19,07:20,mañana,7,7.8154,17.49,5.5
2024-08-19,07:20,mañana,8,7.67,17.49,5.5
2024-08-19,07:20,mañana,9,8.1456,17.49,5.5
2024-08-19,07:20,mañana,10,8.8044,17.49,5.5
2024-08-19,07:20,mañana,11,8.0603,17.49,5.5
2024-08-19,07:20,mañana,12,8.0727,17.49,5.5
2024-08-19,07:20,mañana,13,7.8308,17.49,5.5
2024-08-19,07:20,mañana,14,7.4512,17.49,5.5
2024-08-19,07:20,mañana,15,7.3176,17.49,5.5
2024-08-19,07:20,mañana,16,7.3296,17.49,5.5
2024-08-19,07:30,mañana,1,8.8309,17.29,5.5
2024-08-19,07:30,mañana,2,7.6562,17.29,5.5
2024-08-19,07:30,mañana,3,7.8316,17.29,5.5
2024-08-19,07:30,mañana,4,7.2808,17.29,5.5
2024-08-19,07:30,mañana,5,8.23,17.29,5.5
2024-08-19,07:30,mañana,6,8.62,17.29,5.5
2024-08-19,07:30,mañana,7,8.7747,17.29,5.5
2024-08-19,07:30,mañana,8,7.922,17.29,5.5
2024-08-19,07:30,mañana,9,8.1446,17.29,5.5
2024-08-19,07:30,mañana,10,7.7079,17.29,5.5
2024-08-19,07:30,mañana,11,8.1168,17.29,5.5
2024-08-19,07:30,mañana,12,7.9884,17.29,5.5
2024-08-19,07:30,mañana,13,7.835,17.29,5.5
2024-08-19,07:30,mañana,14,7.725,17.29,5.5
2024-08-19,07:30,mañana,15,7.6676,17.29,5.5
2024-08-19,07:30,mañana,16,7.0899,17.29,5.5
2024-08-19,14:00,tarde,1,8.8245,19.34,5.5
2024-08-19,14:00,tarde,2,9.9944,19.34,5.5
2024-08-19,14:00,tarde,3,10.5963,19.34,5.5
2024-08-19,14:00,tarde,4,8.2474,19.34,5.5
2024-08-19,14:00,tarde,5,8.2143,19.34,5.5
2024-08-19,14:00,tarde,6,8.3957,19.34,5.5
2024-08-19,14:00,tarde,7,8.908,19.34,5.5
2024-08-19,14:00,tarde,8,9.5075,19.34,5.5
2024-08-19,14:00,tarde,9,9.3248,19.34,5.5
2024-08-19,14:00,tarde,10,9.0732,19.34,5.5
2024-08-19,14:00,tarde,11,9.2874,19.34,5.5
2024-08-19,14:00,tarde,12,8.5547,19.34,5.5
2024-08-19,14:00,tarde,13,8.8235,19.34,5.5
2024-08-19,14:00,tarde,14,8.7788,19.34,5.5
2024-08-19,14:00,tarde,15,7.6185,19.34,5.5
2024-08-19,14:00,tarde,16,7.6941,19.34,5.5
2024-08-19,14:10,tarde,1,8.2971,19.16,5.5
2024-08-19,14:10,tarde,2,9.4285,19.16,5.5
2024-08-19,14:10,tarde,3,9.1172,19.16,5.5
2024-08-19,14:10,tarde,4,9.3366,19.16,5.5
2024-08-19,14:10,tarde,5,7.8662,19.16,5.5
2024-08-19,14:10,tarde,6,8.0799,19.16,5.5
2024-08-19,14:10,tarde,7,9.3679,19.16,5.5
2024-08-19,14:10,tarde,8,7.3028,19.16,5.5
2024-08-19,14:10,tarde,9,9.7048,19.16,5.5
2024-08-19,14:10,tarde,10,7.876,19.16,5.5
2024-08-19,14:10,tarde,11,9.476,19.16,5.5
2024-08-19,14:10,tarde,12,8.4368,19.16,5.5
2024-08-19,14:10,tarde,13,9.5993,19.16,5.5
2024-08-19,14:10,tarde,14,10.677,19.16,5.5
2024-08-19,14:10,tarde,15,7.2258,19.16,5.5
2024-08-19,14:10,tarde,16,8.7301,19.16,5.5
2024-08-19,14:20,tarde,1,7.8851,19.42,5.5
2024-08-19,14:20,tarde,2,9.2261,19.42,5.5
2024-08-19,14:20,tarde,3,8.8459,19.42,5.5
2024-08-19,14:20,tarde,4,9.0479,19.42,5.5
2024-08-19,14:20,tarde,5,8.423,19.42,5.5
2024-08-19,14:20,tarde,6,9.4383,19.42,5.5
2024-08-19,14:20,tarde,7,8.101,19.42,5.5
2024-08-19,14:20,tarde,8,9.715,19.42,5.5
2024-08-19,14:20,tarde,9,8.7244,19.42,5.5
2024-08-19,14:20,tarde,10,8.1284,19.42,5.5
2024-08-19,14:20,tarde,11,9.927,19.42,5.5
2024-08-19,14:20,tarde,12,8.9296,19.42,5.5
2024-08-19,14:20,tarde,13,10.1146,19.42,5.5
2024-08-19,14:20,tarde,14,9.5088,19.42,5.5
2024-08-19,14:20,tarde,15,8.0666,19.42,5.5
2024-08-19,14:20,tarde,16,8.2947,19.42,5.5
2024-08-19,14:30,tarde,1,9.0426,19.53,5.5
2024-08-19,14:30,tarde,2,9.8858,19.53,5.5
2024-08-19,14:30,tarde,3,9.2325,19.53,5.5
2024-08-19,14:30,tarde,4,9.0758,19.53,5.5
2024-08-19,14:30,tarde,5,8.8501,19.53,5.5
2024-08-19,14:30,tarde,6,8.9397,19.53,5.5
2024-08-19,14:30,tarde,7,9.7528,19.53,5.5
2024-08-19,14:30,tarde,8,8.9722,19.53,5.5
2024-08-19,14:30,tarde,9,8.733,19.53,5.5
2024-08-19,14:30,tarde,10,8.6313,19.53,5.5
2024-08-19,14:30,tarde,11,8.6377,19.53,5.5
2024-08-19,14:30,tarde,12,8.1287,19.53,5.5
2024-08-19,14:30,tarde,13,8.5198,19.53,5.5
2024-08-19,14:30,tarde,14,9.6717,19.53,5.5
2024-08-19,14:30,tarde,15,8.4037,19.53,5.5
2024-08-19,14:30,tarde,16,8.7352,19.53,5.5
2024-08-19,14:40,tarde,1,7.4827,18.92,5.5
2024-08-19,14:40,tarde,2,9.311,18.92,5.5
2024-08-19,14:40,tarde,3,8.8732,18.92,5.5
2024-08-19,14:40,tarde,4,8.6811,18.92,5.5
2024-08-19,14:40,tarde,5,9.0786,18.92,5.5
2024-08-19,14:40,tarde,6,8.6725,18.92,5.5
2024-08-19,14:40,tarde,7,7.6957,18.92,5.5
2024-08-19,14:40,tarde,8,9.5233,18.92,5.5
2024-08-19,14:40,tarde,9,9.1158,18.92,5.5
2024-08-19,14:40,tarde,10,8.7816,18.92,5.5
2024-08-19,14:40,tarde,11,8.3903,18.92,5.5
2024-08-19,14:40,tarde,12,8.0881,18.92,5.5
2024-08-19,14:40,tarde,13,9.1043,18.92,5.5
2024-08-19,14:40,tarde,14,9.7393,18.92,5.5
2024-08-19,14:40,tarde,15,8.6373,18.92,5.5
2024-08-19,14:40,tarde,16,7.5705,18.92,5.5
2024-08-19,14:50,tarde,1,9.1051,19.0,5.5
2024-08-19,14:50,tarde,2,8.938,19.0,5.5
2024-08-19,14:50,tarde,3,9.4884,19.0,5.5
2024-08-19,14:50,tarde,4,9.334,19.0,5.5
2024-08-19,14:50,tarde,5,7.1785,19.0,5.5
2024-08-19,14:50,tarde,6,9.2971,19.0,5.5
2024-08-19,14:50,tarde,7,8.3679,19.0,5.5
2024-08-19,14:50,tarde,8,8.117,19.0,5.5
2024-08-19,14:50,tarde,9,8.8569,19.0,5.5
2024-08-19,14:50,tarde,10,9.2166,19.0,5.5
2024-08-19,14:50,tarde,11,7.9856,19.0,5.5
2024-08-19,14:50,tarde,12,9.3927,19.0,5.5
2024-08-19,14:50,tarde,13,9.428,19.0,5.5
2024-08-19,14:50,tarde,14,8.8182,19.0,5.5
2024-08-19,14:50,tarde,15,8.027,19.0,5.5
2024-08-19,14:50,tarde,16,7.7956,19.0,5.5
2024-08-19,15:00,tarde,1,9.5856,19.25,5.5
2024-08-19,15:00,tarde,2,8.0633,19.25,5.5
2024-08-19,15:00,tarde,3,9.6087,19.25,5.5
2024-08-19,15:00,tarde,4,8.8709,19.25,5.5
2024-08-19,15:00,tarde,5,8.9125,19.25,5.5
2024-08-19,15:00,tarde,6,7.9451,19.25,5.5
2024-08-19,15:00,tarde,7,8.882,19.25,5.5
2024-08-19,15:00,tarde,8,9.3382,19.25,5.5
2024-08-19,15:00,tarde,9,8.1682,19.25,5.5
2024-08-19,15:00,tarde,10,9.2692,19.25,5.5
2024-08-19,15:00,tarde,11,9.0234,19.25,5.5
2024-08-19,15:00,tarde,12,8.5837,19.25,5.5
2024-08-19,15:00,tarde,13,9.4828,19.25,5.5
2024-08-19,15:00,tarde,14,7.4957,19.25,5.5
2024-08-19,15:00,tarde,15,8.7191,19.25,5.5
2024-08-19,15:00,tarde,16,9.2457,19.25,5.5
2024-08-19,15:10,tarde,1,9.834,19.53,5.5
2024-08-19,15:10,tarde,2,9.2039,19.53,5.5
2024-08-19,15:10,tarde,3,8.789,19.53,5.5
2024-08-19,15:10,tarde,4,8.5885,19.53,5.5
2024-08-19,15:10,tarde,5,8.7882,19.53,5.5
2024-08-19,15:10,tarde,6,9.2963,19.53,5.5
2024-08-19,15:10,tarde,7,8.4857,19.53,5.5
2024-08-19,15:10,tarde,8,9.4245,19.53,5.5
2024-08-19,15:10,tarde,9,10.2499,19.53,5.5
2024-08-19,15:10,tarde,10,8.9329,19.53,5.5
2024-08-19,15:10,tarde,11,8.1634,19.53,5.5
2024-08-19,15:10,tarde,12,8.1632,19.53,5.5
2024-08-19,15:10,tarde,13,9.4359,19.53,5.5
2024-08-19,15:10,tarde,14,8.7555,19.53,5.5
2024-08-19,15:10,tarde,15,9.0213,19.53,5.5
2024-08-19,15:10,tarde,16,8.0443,19.53,5.5
2024-08-19,15:20,tarde,1,9.4684,19.35,5.5
2024-08-19,15:20,tarde,2,8.875,19.35,5.5
2024-08-19,15:20,tarde,3,8.5305,19.35,5.5
2024-08-19,15:20,tarde,4,8.7294,19.35,5.5
2024-08-19,15:20,tarde,5,8.2518,19.35,5.5
2024-08-19,15:20,tarde,6,10.1636,19.35,5.5
2024-08-19,15:20,tarde,7,8.9122,19.35,5.5
2024-08-19,15:20,tarde,8,9.3567,19.35,5.5
2024-08-19,15:20,tarde,9,8.6479,19.35,5.5
2024-08-19,15:20,tarde,10,8.3388,19.35,5.5
2024-08-19,15:20,tarde,11,8.8297,19.35,5.5
2024-08-19,15:20,tarde,12,9.6307,19.35,5.5
2024-08-19,15:20,tarde,13,8.6576,19.35,5.5
2024-08-19,15:20,tarde,14,8.2787,19.35,5.5
2024-08-19,15:20,tarde,15,8.6101,19.35,5.5
2024-08-19,15:20,tarde,16,8.6206,19.35,5.5
2024-08-19,15:30,tarde,1,9.9557,19.33,5.5
2024-08-19,15:30,tarde,2,9.1823,19.33,5.5
2024-08-19,15:30,tarde,3,9.3564,19.33,5.5
2024-08-19,15:30,tarde,4,9.4016,19.33,5.5
2024-08-19,15:30,tarde,5,8.2782,19.33,5.5
2024-08-19,15:30,tarde,6,8.392,19.33,5.5
2024-08-19,15:30,tarde,7,8.3197,19.33,5.5
2024-08-19,15:30,tarde,8,8.1707,19.33,5.5
2024-08-19,15:30,tarde,9,9.4473,19.33,5.5
2024-08-19,15:30,tarde,10,9.144,19.33,5.5
2024-08-19,15:30,tarde,11,9.0177,19.33,5.5
2024-08-19,15:30,tarde,12,7.4144,19.33,5.5
2024-08-19,15:30,tarde,13,10.2033,19.33,5.5
2024-08-19,15:30,tarde,14,8.2648,19.33,5.5
2024-08-19,15:30,tarde,15,9.691,19.33,5.5
2024-08-19,15:30,tarde,16,7.5334,19.33,5.5
2024-08-19,22:00,noche,1,7.3126,17.0,5.5
2024-08-19,22:00,noche,2,6.4783,17.0,5.5
2024-08-19,22:00,noche,3,8.0173,17.0,5.5
2024-08-19,22:00,noche,4,7.1392,17.0,5.5
2024-08-19,22:00,noche,5,7.1562,17.0,5.5
2024-08-19,22:00,noche,6,6.9765,17.0,5.5
2024-08-19,22:00,noche,7,8.2664,17.0,5.5
2024-08-19,22:00,noche,8,8.2269,17.0,5.5
2024-08-19,22:00,noche,9,8.8872,17.0,5.5
2024-08-19,22:00,noche,10,7.3886,17.0,5.5
2024-08-19,22:00,noche,11,7.9313,17.0,5.5
2024-08-19,22:00,noche,12,7.0264,17.0,5.5
2024-08-19,22:00,noche,13,7.599,17.0,5.5
2024-08-19,22:00,noche,14,7.3389,17.0,5.5
2024-08-19,22:00,noche,15,7.6747,17.0,5.5
2024-08-19,22:00,noche,16,7.8215,17.0,5.5
2024-08-19,22:10,noche,1,8.3946,17.17,5.5
2024-08-19,22:10,noche,2,7.2943,17.17,5.5
2024-08-19,22:10,noche,3,8.3991,17.17,5.5
2024-08-19,22:10,noche,4,7.7735,17.17,5.5
2024-08-19,22:10,noche,5,7.6052,17.17,5.5
2024-08-19,22:10,noche,6,7.3749,17.17,5.5
2024-08-19,22:10,noche,7,7.464,17.17,5.5
2024-08-19,22:10,noche,8,8.8454,17.17,5.5
2024-08-19,22:10,noche,9,7.9844,17.17,5.5
2024-08-19,22:10,noche,10,7.9048,17.17,5.5
2024-08-19,22:10,noche,11,7.6427,17.17,5.5
2024-08-19,22:10,noche,12,9.2676,17.17,5.5
2024-08-19,22:10,noche,13,8.583,17.17,5.5
2024-08-19,22:10,noche,14,7.22,17.17,5.5
2024-08-19,22:10,noche,15,7.254,17.17,5.5
2024-08-19,22:10,noche,16,7.1345,17.17,5.5
2024-08-19,22:20,noche,1,7.8875,17.0,5.5
2024-08-19,22:20,noche,2,7.3793,17.0,5.5
2024-08-19,22:20,noche,3,8.0633,17.0,5.5
2024-08-19,22:20,noche,4,8.6713,17.0,5.5
2024-08-19,22:20,noche,5,7.0118,17.0,5.5
2024-08-19,22:20,noche,6,7.1231,17.0,5.5
2024-08-19,22:20,noche,7,7.5101,17.0,5.5
2024-08-19,22:20,noche,8,7.5379,17.0,5.5
2024-08-19,22:20,noche,9,8.9991,17.0,5.5
2024-08-19,22:20,noche,10,8.401,17.0,5.5
2024-08-19,22:20,noche,11,8.3666,17.0,5.5
2024-08-19,22:20,noche,12,7.6414,17.0,5.5
2024-08-19,22:20,noche,13,7.6282,17.0,5.5
2024-08-19,22:20,noche,14,6.7904,17.0,5.5
2024-08-19,22:20,noche,15,7.8556,17.0,5.5
2024-08-19,22:20,noche,16,7.528,17.0,5.5
2024-08-19,22:30,noche,1,8.5716,17.11,5.5
2024-08-19,22:30,noche,2,7.6735,17.11,5.5
2024-08-19,22:30,noche,3,7.7149,17.11,5.5
2024-08-19,22:30,noche,4,7.902,17.11,5.5
2024-08-19,22:30,noche,5,8.3351,17.11,5.5
2024-08-19,22:30,noche,6,6.9179,17.11,5.5
2024-08-19,22:30,noche,7,8.2416,17.11,5.5
2024-08-19,22:30,noche,8,7.7877,17.11,5.5
2024-08-19,22:30,noche,9,7.1648,17.11,5.5
2024-08-19,22:30,noche,10,6.5492,17.11,5.5
2024-08-19,22:30,noche,11,7.7181,17.11,5.5
2024-08-19,22:30,noche,12,8.6686,17.11,5.5
2024-08-19,22:30,noche,13,8.8048,17.11,5.5
2024-08-19,22:30,noche,14,7.853,17.11,5.5
2024-08-19,22:30,noche,15,8.5283,17.11,5.5
2024-08-19,22:30,noche,16,7.23,17.11,5.5
2024-08-19,22:40,noche,1,8.372,17.0,5.5
2024-08-19,22:40,noche,2,7.5293,17.0,5.5
2024-08-19,22:40,noche,3,7.4912,17.0,5.5
2024-08-19,22:40,noche,4,7.3935,17.0,5.5
2024-08-19,22:40,noche,5,6.5637,17.0,5.5
2024-08-19,22:40,noche,6,8.5723,17.0,5.5
2024-08-19,22:40,noche,7,7.415,17.0,5.5
2024-08-19,22:40,noche,8,7.3191,17.0,5.5
2024-08-19,22:40,noche,9,7.092,17.0,5.5
2024-08-19,22:40,noche,10,7.6774,17.0,5.5
2024-08-19,22:40,noche,11,8.8581,17.0,5.5
2024-08-19,22:40,noche,12,9.0563,17.0,5.5
2024-08-19,22:40,noche,13,6.8035,17.0,5.5
2024-08-19,22:40,noche,14,7.4356,17.0,5.5
2024-08-19,22:40,noche,15,6.8204,17.0,5.5
2024-08-19,22:40,noche,16,7.8055,17.0,5.5
2024-08-19,22:50,noche,1,7.972,17.0,5.5
2024-08-19,22:50,noche,2,7.4181,17.0,5.5
2024-08-19,22:50,noche,3,7.8435,17.0,5.5
2024-08-19,22:50,noche,4,7.5135,17.0,5.5
2024-08-19,22:50,noche,5,8.7685,17.0,5.5
2024-08-19,22:50,noche,6,8.1282,17.0,5.5
2024-08-19,22:50,noche,7,8.2019,17.0,5.5
2024-08-19,22:50,noche,8,6.1998,17.0,5.5
2024-08-19,22:50,noche,9,7.7599,17.0,5.5
2024-08-19,22:50,noche,10,9.0499,17.0,5.5
2024-08-19,22:50,noche,11,8.5957,17.0,5.5
2024-08-19,22:50,noche,12,6.6917,17.0,5.5
2024-08-19,22:50,noche,13,7.6119,17.0,5.5
2024-08-19,22:50,noche,14,6.9375,17.0,5.5
2024-08-19,22:50,noche,15,8.3853,17.0,5.5
2024-08-19,22:50,noche,16,7.3903,17.0,5.5
2024-08-19,23:00,noche,1,7.3393,17.0,5.5
2024-08-19,23:00,noche,2,7.8205,17.0,5.5
2024-08-19,23:00,noche,3,6.2356,17.0,5.5
2024-08-19,23:00,noche,4,7.149,17.0,5.5
2024-08-19,23:00,noche,5,7.8219,17.0,5.5
2024-08-19,23:00,noche,6,8.3074,17.0,5.5
2024-08-19,23:00,noche,7,6.6352,17.0,5.5
2024-08-19,23:00,noche,8,7.5713,17.0,5.5
2024-08-19,23:00,noche,9,8.4058,17.0,5.5
2024-08-19,23:00,noche,10,6.9291,17.0,5.5
2024-08-19,23:00,noche,11,7.9375,17.0,5.5
2024-08-19,23:00,noche,12,7.8396,17.0,5.5
2024-08-19,23:00,noche,13,8.8286,17.0,5.5
2024-08-19,23:00,noche,14,7.5087,17.0,5.5
2024-08-19,23:00,noche,15,7.3122,17.0,5.5
2024-08-19,23:00,noche,16,7.7311,17.0,5.5
2024-08-19,23:10,noche,1,7.0042,17.0,5.5
2024-08-19,23:10,noche,2,7.6675,17.0,5.5
2024-08-19,23:10,noche,3,7.5266,17.0,5.5
2024-08-19,23:10,noche,4,7.7167,17.0,5.5
2024-08-19,23:10,noche,5,8.309,17.0,5.5
2024-08-19,23:10,noche,6,8.1325,17.0,5.5
2024-08-19,23:10,noche,7,7.3508,17.0,5.5
2024-08-19,23:10,noche,8,7.882,17.0,5.5
2024-08-19,23:10,noche,9,8.6943,17.0,5.5
2024-08-19,23:10,noche,10,7.3012,17.0,5.5
2024-08-19,23:10,noche,11,7.8871,17.0,5.5
2024-08-19,23:10,noche,12,7.6841,17.0,5.5
2024-08-19,23:10,noche,13,7.7622,17.0,5.5
2024-08-19,23:10,noche,14,6.6852,17.0,5.5
2024-08-19,23:10,noche,15,8.2141,17.0,5.5
2024-08-19,23:10,noche,16,6.8219,17.0,5.5
2024-08-19,23:20,noche,1,8.4156,17.17,5.5
2024-08-19,23:20,noche,2,7.4272,17.17,5.5
2024-08-19,23:20,noche,3,7.4247,17.17,5.5
2024-08-19,23:20,noche,4,8.5279,17.17,5.5
2024-08-19,23:20,noche,5,8.3963,17.17,5.5
2024-08-19,23:20,noche,6,7.9252,17.17,5.5
2024-08-19,23:20,noche,7,8.2567,17.17,5.5
2024-08-19,23:20,noche,8,7.6269,17.17,5.5
2024-08-19,23:20,noche,9,7.795,17.17,5.5
2024-08-19,23:20,noche,10,7.403,17.17,5.5
2024-08-19,23:20,noche,11,8.3424,17.17,5.5
2024-08-19,23:20,noche,12,7.384,17.17,5.5
2024-08-19,23:20,noche,13,8.6911,17.17,5.5
2024-08-19,23:20,noche,14,7.4583,17.17,5.5
2024-08-19,23:20,noche,15,7.4217,17.17,5.5
2024-08-19,23:20,noche,16,7.6774,17.17,5.5
2024-08-19,23:30,noche,1,7.8143,17.0,5.5
2024-08-19,23:30,noche,2,7.6213,17.0,5.5
2024-08-19,23:30,noche,3,7.782,17.0,5.5
2024-08-19,23:30,noche,4,8.3363,17.0,5.5
2024-08-19,23:30,noche,5,7.4023,17.0,5.5
2024-08-19,23:30,noche,6,7.7243,17.0,5.5
2024-08-19,23:30,noche,7,7.8062,17.0,5.5
2024-08-19,23:30,noche,8,8.3188,17.0,5.5
2024-08-19,23:30,noche,9,7.7401,17.0,5.5
2024-08-19,23:30,noche,10,8.885,17.0,5.5
2024-08-19,23:30,noche,11,7.7061,17.0,5.5
2024-08-19,23:30,noche,12,7.6574,17.0,5.5
2024-08-19,23:30,noche,13,7.6974,17.0,5.5
2024-08-19,23:30,noche,14,6.8698,17.0,5.5
2024-08-19,23:30,noche,15,6.8191,17.0,5.5
2024-08-19,23:30,noche,16,6.9579,17.0,5.5
2024-08-20,06:00,mañana,1,8.4815,17.37,5.5
2024-08-20,06:00,mañana,2,7.7801,17.37,5.5
2024-08-20,06:00,mañana,3,7.5092,17.37,5.5
2024-08-20,06:00,mañana,4,8.5359,17.37,5.5
2024-08-20,06:00,mañana,5,8.7307,17.37,5.5
2024-08-20,06:00,mañana,6,8.5532,17.37,5.5
2024-08-20,06:00,mañana,7,7.2881,17.37,5.5
2024-08-20,06:00,mañana,8,7.5029,17.37,5.5
2024-08-20,06:00,mañana,9,8.8882,17.37,5.5
2024-08-20,06:00,mañana,10,7.9447,17.37,5.5
2024-08-20,06:00,mañana,11,7.6394,17.37,5.5
2024-08-20,06:00,mañana,12,8.231,17.37,5.5
2024-08-20,06:00,mañana,13,8.4044,17.37,5.5
2024-08-20,06:00,mañana,14,7.308,17.37,5.5
2024-08-20,06:00,mañana,15,7.5351,17.37,5.5
2024-08-20,06:00,mañana,16,7.771,17.37,5.5
2024-08-20,06:10,mañana,1,7.1038,17.0,5.5
2024-08-20,06:10,mañana,2,7.8074,17.0,5.5
2024-08-20,06:10,mañana,3,7.1314,17.0,5.5
2024-08-20,06:10,mañana,4,7.2099,17.0,5.5
2024-08-20,06:10,mañana,5,7.4621,17.0,5.5
2024-08-20,06:10,mañana,6,8.0863,17.0,5.5
2024-08-20,06:10,mañana,7,7.6068,17.0,5.5
2024-08-20,06:10,mañana,8,7.4109,17.0,5.5
2024-08-20,06:10,mañana,9,7.8309,17.0,5.5
2024-08-20,06:10,mañana,10,7.1118,17.0,5.5
2024-08-20,06:10,mañana,11,8.0573,17.0,5.5
2024-08-20,06:10,mañana,12,8.4788,17.0,5.5
2024-08-20,06:10,mañana,13,7.7525,17.0,5.5
2024-08-20,06:10,mañana,14,7.5248,17.0,5.5
2024-08-20,06:10,mañana,15,7.6229,17.0,5.5
2024-08-20,06:10,mañana,16,6.1221,17.0,5.5
2024-08-20,06:20,mañana,1,8.1221,17.32,5.5
2024-08-20,06:20,mañana,2,9.6611,17.32,5.5
2024-08-20,06:20,mañana,3,7.7264,17.32,5.5
2024-08-20,06:20,mañana,4,7.7285,17.32,5.5
2024-08-20,06:20,mañana,5,8.2462,17.32,5.5
2024-08-20,06:20,mañana,6,8.7872,17.32,5.5
2024-08-20,06:20,mañana,7,8.385,17.32,5.5
2024-08-20,06:20,mañana,8,6.5066,17.32,5.5
2024-08-20,06:20,mañana,9,8.138,17.32,5.5
2024-08-20,06:20,mañana,10,9.3432,17.32,5.5
2024-08-20,06:20,mañana,11,8.1735,17.32,5.5
2024-08-20,06:20,mañana,12,7.1072,17.32,5.5
2024-08-20,06:20,mañana,13,7.9691,17.32,5.5
2024-08-20,06:20,mañana,14,6.891,17.32,5.5
2024-08-20,06:20,mañana,15,8.1127,17.32,5.5
2024-08-20,06:20,mañana,16,6.7206,17.32,5.5
2024-08-20,06:30,mañana,1,7.8445,17.0,5.5
2024-08-20,06:30,mañana,2,7.2853,17.0,5.5
2024-08-20,06:30,mañana,3,7.4721,17.0,5.5
2024-08-20,06:30,mañana,4,8.6917,17.0,5.5
2024-08-20,06:30,mañana,5,7.8621,17.0,5.5
2024-08-20,06:30,mañana,6,7.4645,17.0,5.5
2024-08-20,06:30,mañana,7,7.1129,17.0,5.5
2024-08-20,06:30,mañana,8,6.677,17.0,5.5
2024-08-20,06:30,mañana,9,7.0492,17.0,5.5
2024-08-20,06:30,mañana,10,7.8672,17.0,5.5
2024-08-20,06:30,mañana,11,8.3881,17.0,5.5
2024-08-20,06:30,mañana,12,7.4638,17.0,5.5
2024-08-20,06:30,mañana,13,8.7423,17.0,5.5
2024-08-20,06:30,mañana,14,7.2221,17.0,5.5
2024-08-20,06:30,mañana,15,7.2743,17.0,5.5
2024-08-20,06:30,mañana,16,6.6516,17.0,5.5
2024-08-20,06:40,mañana,1,8.3945,17.31,5.5
2024-08-20,06:40,mañana,2,9.0585,17.31,5.5
2024-08-20,06:40,mañana,3,6.7429,17.31,5.5
2024-08-20,06:40,mañana,4,7.5923,17.31,5.5
2024-08-20,06:40,mañana,5,8.5589,17.31,5.5
2024-08-20,06:40,mañana,6,6.9318,17.31,5.5
2024-08-20,06:40,mañana,7,8.14,17.31,5.5
2024-08-20,06:40,mañana,8,8.5329,17.31,5.5
2024-08-20,06:40,mañana,9,7.8469,17.31,5.5
2024-08-20,06:40,mañana,10,8.1302,17.31,5.5
2024-08-20,06:40,mañana,11,8.8565,17.31,5.5
2024-08-20,06:40,mañana,12,8.9691,17.31,5.5
2024-08-20,06:40,mañana,13,7.7628,17.31,5.5
2024-08-20,06:40,mañana,14,7.331,17.31,5.5
2024-08-20,06:40,mañana,15,6.8856,17.31,5.5
2024-08-20,06:40,mañana,16,7.7991,17.31,5.5
2024-08-20,06:50,mañana,1,6.9769,17.0,5.5
2024-08-20,06:50,mañana,2,7.6485,17.0,5.5
2024-08-20,06:50,mañana,3,7.8616,17.0,5.5
2024-08-20,06:50,mañana,4,7.4982,17.0,5.5
2024-08-20,06:50,mañana,5,7.9679,17.0,5.5
2024-08-20,06:50,mañana,6,9.3387,17.0,5.5
2024-08-20,06:50,mañana,7,7.727,17.0,5.5
2024-08-20,06:50,mañana,8,7.5388,17.0,5.5
2024-08-20,06:50,mañana,9,8.4092,17.0,5.5
2024-08-20,06:50,mañana,10,7.9438,17.0,5.5
2024-08-20,06:50,mañana,11,8.6636,17.0,5.5
2024-08-20,06:50,mañana,12,7.8988,17.0,5.5
2024-08-20,06:50,mañana,13,7.6509,17.0,5.5
2024-08-20,06:50,mañana,14,6.5952,17.0,5.5
2024-08-20,06:50,mañana,15,6.4868,17.0,5.5
2024-08-20,06:50,mañana,16,6.2297,17.0,5.5
2024-08-20,07:00,mañana,1,8.0276,17.0,5.5
