Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar),% de Reproceso,Etapa
2024-08-15,15:30,tarde,12,22.3962,23.58,4.0,20,Depositado
2024-08-15,15:30,tarde,13,22.5138,23.58,4.0,20,Depositado
2024-08-15,15:30,tarde,14,21.9721,23.58,4.0,20,Depositado
2024-08-15,15:30,tarde,15,21.6978,23.58,4.0,20,Depositado
2024-08-15,15:30,tarde,16,22.4332,23.58,4.0,20,Depositado
2024-08-15,22:00,noche,1,19.2925,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,2,18.4318,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,3,19.0228,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,4,19.1552,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,5,18.9244,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,6,20.0001,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,7,19.4591,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,8,19.9415,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,9,19.3422,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,10,19.2439,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,11,18.6942,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,12,19.2064,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,13,19.207,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,14,18.4618,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,15,18.9087,17.0,4.0,0,Depositado
2024-08-15,22:00,noche,16,19.0254,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,1,19.4233,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,2,19.4491,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,3,18.8861,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,4,19.4532,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,5,19.1017,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,6,17.6504,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,7,18.9383,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,8,19.7827,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,9,18.2918,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,10,19.2609,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,11,20.056,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,12,18.7893,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,13,19.2012,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,14,18.4958,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,15,20.0787,17.0,4.0,0,Depositado
2024-08-15,22:10,noche,16,19.155,17.0,4.0,0,Depositado
2024-08-15,22:20,noche,1,19.2252,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,2,19.9313,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,3,19.5572,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,4,18.7272,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,5,18.8505,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,6,19.4673,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,7,18.863,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,8,18.0567,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,9,19.1712,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,10,18.4007,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,11,20.0728,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,12,19.2955,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,13,18.7112,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,14,18.8227,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,15,18.1797,17.0,4.0,1,Depositado
2024-08-15,22:20,noche,16,18.6063,17.0,4.0,1,Depositado
2024-08-15,22:30,noche,1,19.7488,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,2,20.4052,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,3,19.5923,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,4,19.1503,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,5,18.9667,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,6,18.6835,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,7,20.3123,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,8,19.0981,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,9,20.3424,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,10,19.9525,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,11,18.26,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,12,18.8404,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,13,18.8387,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,14,19.1569,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,15,19.1674,17.52,4.0,2,Depositado
2024-08-15,22:30,noche,16,20.818,17.52,4.0,2,Depositado
2024-08-15,22:40,noche,1,18.6183,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,2,19.3236,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,3,19.5329,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,4,19.1992,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,5,19.2595,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,6,18.6358,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,7,19.2575,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,8,19.4762,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,9,19.3769,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,10,19.5079,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,11,19.9628,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,12,19.706,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,13,19.2385,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,14,18.5673,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,15,18.876,17.05,4.0,0,Depositado
2024-08-15,22:40,noche,16,19.0814,17.05,4.0,0,Depositado
2024-08-15,22:50,noche,1,19.3363,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,2,18.9417,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,3,18.6947,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,4,18.5584,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,5,18.3084,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,6,19.0731,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,7,18.4064,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,8,18.6597,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,9,18.9873,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,10,18.4786,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,11,19.4051,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,12,19.5997,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,13,18.9033,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,14,18.964,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,15,19.4902,17.0,4.0,1,Depositado
2024-08-15,22:50,noche,16,18.8144,17.0,4.0,1,Depositado
2024-08-15,23:00,noche,1,18.7773,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,2,19.8461,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,3,19.6775,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,4,19.5248,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,5,19.6998,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,6,18.1323,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,7,19.9311,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,8,19.4117,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,9,19.7458,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,10,19.4091,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,11,19.2264,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,12,19.0513,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,13,19.3983,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,14,19.0317,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,15,19.6687,17.21,4.0,1,Depositado
2024-08-15,23:00,noche,16,18.3433,17.21,4.0,1,Depositado
2024-08-15,23:10,noche,1,18.9075,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,2,20.3042,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,3,18.8619,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,4,19.0711,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,5,18.7234,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,6,19.3814,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,7,18.8024,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,8,19.0998,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,9,19.6584,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,10,18.8227,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,11,19.6259,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,12,19.644,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,13,19.7697,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,14,19.2759,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,15,20.9503,17.43,4.0,2,Depositado
2024-08-15,23:10,noche,16,19.7694,17.43,4.0,2,Depositado
2024-08-15,23:20,noche,1,19.3754,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,2,18.727,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,3,19.1476,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,4,19.9702,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,5,20.1231,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,6,19.9983,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,7,19.624,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,8,18.5219,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,9,19.4631,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,10,18.5296,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,11,18.3968,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,12,19.3291,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,13,19.4825,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,14,19.6878,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,15,19.4685,17.27,4.0,1,Depositado
2024-08-15,23:20,noche,16,19.4871,17.27,4.0,1,Depositado
2024-08-15,23:30,noche,1,18.6683,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,2,19.1433,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,3,18.3862,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,4,18.1182,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,5,19.5999,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,6,18.7933,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,7,19.6711,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,8,19.7985,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,9,18.8656,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,10,19.5188,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,11,18.843,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,12,18.2032,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,13,19.2666,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,14,18.9457,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,15,18.9624,17.0,4.0,1,Depositado
2024-08-15,23:30,noche,16,20.2667,17.0,4.0,1,Depositado
2024-08-16,06:00,mañana,1,18.376,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,2,19.4068,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,3,18.6628,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,4,19.6905,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,5,19.3612,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,6,19.4048,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,7,18.6898,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,8,18.7866,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,9,19.7007,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,10,20.1562,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,11,19.4594,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,12,18.7154,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,13,19.383,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,14,20.5108,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,15,19.2553,17.26,4.0,1,Depositado
2024-08-16,06:00,mañana,16,19.9894,17.26,4.0,1,Depositado
2024-08-16,06:10,mañana,1,18.8002,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,2,19.1773,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,3,19.5346,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,4,19.4146,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,5,18.7862,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,6,18.7629,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,7,19.7337,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,8,19.8434,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,9,20.0166,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,10,20.1741,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,11,19.2727,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,12,19.032,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,13,19.9295,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,14,19.5851,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,15,18.6695,17.24,4.0,1,Depositado
2024-08-16,06:10,mañana,16,18.6418,17.24,4.0,1,Depositado
2024-08-16,06:20,mañana,1,19.4656,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,2,19.1043,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,3,19.1857,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,4,19.7792,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,5,19.6099,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,6,19.9181,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,7,18.157,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,8,19.3368,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,9,19.5751,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,10,18.3756,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,11,18.8464,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,12,18.7461,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,13,19.2117,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,14,20.079,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,15,20.2922,17.14,4.0,1,Depositado
2024-08-16,06:20,mañana,16,18.7603,17.14,4.0,1,Depositado
2024-08-16,06:30,mañana,1,19.4843,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,2,19.5018,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,3,19.4093,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,4,19.4154,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,5,19.364,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,6,20.1113,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,7,19.7953,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,8,18.6275,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,9,19.6297,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,10,19.6819,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,11,19.3701,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,12,19.811,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,13,19.3016,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,14,19.3083,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,15,19.2655,17.34,4.0,2,Depositado
2024-08-16,06:30,mañana,16,18.1101,17.34,4.0,2,Depositado
2024-08-16,06:40,mañana,1,19.1566,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,2,18.8391,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,3,18.5593,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,4,19.9744,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,5,19.4723,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,6,19.1839,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,7,18.895,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,8,19.3599,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,9,19.7354,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,10,18.7534,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,11,19.1974,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,12,19.6688,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,13,18.1546,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,14,19.1689,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,15,18.9682,17.0,4.0,0,Depositado
2024-08-16,06:40,mañana,16,19.1277,17.0,4.0,0,Depositado
2024-08-16,06:50,mañana,1,18.9291,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,2,19.2743,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,3,20.2388,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,4,19.0251,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,5,19.3575,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,6,20.2772,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,7,18.903,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,8,20.1799,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,9,19.2029,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,10,20.1622,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,11,19.6051,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,12,19.3658,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,13,19.1646,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,14,18.863,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,15,19.2409,17.48,4.0,2,Depositado
2024-08-16,06:50,mañana,16,19.6846,17.48,4.0,2,Depositado
2024-08-16,07:00,mañana,1,19.1929,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,2,19.029,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,3,19.0646,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,4,19.7359,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,5,19.8616,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,6,18.8397,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,7,18.839,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,8,19.4049,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,9,20.0249,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,10,19.8188,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,11,18.524,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,12,19.0574,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,13,18.6975,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,14,19.0555,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,15,20.0664,17.05,4.0,0,Depositado
2024-08-16,07:00,mañana,16,18.4318,17.05,4.0,0,Depositado
2024-08-16,07:10,mañana,1,18.3258,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,2,18.7526,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,3,19.3551,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,4,19.5352,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,5,19.4362,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,6,19.8349,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,7,18.2479,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,8,19.8417,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,9,19.0315,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,10,19.595,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,11,18.4854,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,12,19.2027,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,13,19.3276,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,14,19.8241,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,15,18.344,17.0,4.0,0,Depositado
2024-08-16,07:10,mañana,16,19.2166,17.0,4.0,0,Depositado
2024-08-16,07:20,mañana,1,18.614,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,2,19.473,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,3,19.6197,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,4,19.8951,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,5,18.9111,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,6,19.7007,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,7,19.9349,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,8,18.3126,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,9,19.5307,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,10,19.7176,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,11,19.0603,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,12,18.5462,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,13,19.7092,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,14,18.5523,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,15,19.1037,17.07,4.0,0,Depositado
2024-08-16,07:20,mañana,16,19.1783,17.07,4.0,0,Depositado
2024-08-16,07:30,mañana,1,19.5864,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,2,18.8616,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,3,18.8303,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,4,19.2534,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,5,19.7435,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,6,20.4352,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,7,18.386,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,8,19.3703,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,9,18.6133,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,10,19.7502,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,11,18.6932,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,12,18.8357,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,13,18.8818,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,14,19.1589,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,15,19.3745,17.0,4.0,0,Depositado
2024-08-16,07:30,mañana,16,19.4612,17.0,4.0,0,Depositado
2024-08-16,14:00,tarde,1,22.0769,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,2,21.3619,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,3,22.473,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,4,22.0514,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,5,22.7073,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,6,21.6978,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,7,21.2148,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,8,22.0616,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,9,22.7798,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,10,22.1669,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,11,21.9722,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,12,21.61,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,13,23.0292,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,14,21.524,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,15,21.6883,23.27,4.0,20,Depositado
2024-08-16,14:00,tarde,16,22.3878,23.27,4.0,20,Depositado
2024-08-16,14:10,tarde,1,21.0777,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,2,22.7683,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,3,22.4171,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,4,22.5656,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,5,22.3814,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,6,21.993,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,7,21.5059,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,8,22.0044,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,9,21.5534,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,10,22.3425,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,11,22.5157,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,12,22.8775,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,13,22.2808,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,14,22.5793,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,15,21.9195,23.52,4.0,20,Depositado
2024-08-16,14:10,tarde,16,21.8217,23.52,4.0,20,Depositado
2024-08-16,14:20,tarde,1,22.3358,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,2,21.8713,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,3,22.2254,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,4,21.507,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,5,21.6039,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,6,22.4231,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,7,22.5588,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,8,21.5477,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,9,22.4421,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,10,21.7923,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,11,22.0889,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,12,22.8451,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,13,22.516,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,14,22.5098,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,15,23.1107,23.58,4.0,20,Depositado
2024-08-16,14:20,tarde,16,21.6999,23.58,4.0,20,Depositado
2024-08-16,14:30,tarde,1,21.5476,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,2,21.6901,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,3,21.9426,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,4,20.8085,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,5,21.968,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,6,21.7859,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,7,22.5032,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,8,22.2703,22.7,4.0,20,Depositado
2024-08-16,14:30,tarde,9,21.7556,22.7,4.0,20,Depositado
